objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
3FYELB9HX1,MOOSPMv3Parser,1689322200,0.0,0.0,0.5,0.04,0.04,0.54,0.55,0.05,0.05,0.56,75.81,19.36,8.27,2.76,3.95,0.5,3.98,3.98,22.9,41.0,3.98,0.47,0.0,24.7,0.0,46.2,0.0,84.3,1.0,47.047642,-122.882019,10.291,0,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 08:10:02.075000+00:00,2023-07-14T08:10:02.271Z,2023-07-14T08:10:02.271Z
whQM2YyLhe,MOOSPMv3Parser,1689322200,1.63,1.63,2.23,2.7,2.7,2.33,2.33,2.99,2.99,2.33,493.55,137.87,6091.62,23.45,17.42,1.28,17.49,17.49,21.1,42.0,17.49,0.43,23.5,23.0,45.1,46.8,18.2,242.6,1.0,36.138985,-120.368408,167.873001,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 08:10:02.259000+00:00,2023-07-14T08:10:02.468Z,2023-07-14T08:10:02.468Z
yIoEXsFKbk,MOOSPMv3Parser,1689322201,1.55,1.55,2.2,2.6,2.6,2.38,2.43,2.79,2.79,2.45,465.62,121.62,7297.91,21.05,17.2,1.6,17.33,17.34,22.3,38.8,17.35,0.47,23.2,24.6,44.3,40.5,26.243,98.6,3.0,36.010521,-120.140297,205.005997,0,58,600,1,e00fce6850cac69f647dc199,2023-07-14 08:10:02.489000+00:00,2023-07-14T08:10:02.717Z,2023-07-14T08:10:02.717Z
f8WqUkhVsp,MOOSPMv3Parser,1689322201,5.69,5.69,4.29,8.67,8.67,4.5,4.5,9.28,9.28,4.5,1316.49,341.88,29937.47,53.31,33.59,3.96,33.72,33.73,20.6,44.8,33.73,0.44,21.5,22.1,54.9,53.5,3.334,295.7,1.0,36.529228,-119.293472,75.565002,8,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 08:10:02.786000+00:00,2023-07-14T08:10:02.968Z,2023-07-14T08:10:02.968Z
cnMTxDywSF,MOOSPMv3Parser,1689322201,-9.0,-9.0,2.02,-9.0,-9.0,2.15,2.16,-9.0,-9.0,2.17,-9.0,-9.0,82.64,-9.0,15.83,-9.0,15.9,15.91,-9.9,-9.9,15.91,0.54,23.2,22.6,45.5,48.8,19.708,219.8,3276.7,36.138954,-120.368355,176.013,5,58,600,2,e00fce68e28dcbc9a589be10,2023-07-14 08:10:02.884000+00:00,2023-07-14T08:10:03.089Z,2023-07-14T08:10:03.089Z
0gdrsJNbp4,MOOSPMv3Parser,1689322200,2.05,2.05,3.57,3.56,3.56,5.88,7.66,4.37,4.37,8.54,584.73,163.16,32575.87,30.51,25.68,2.43,28.01,28.49,21.6,40.2,28.61,0.78,22.8,23.8,44.7,40.2,18.025,104.0,5.1,36.130116,-120.333946,170.578003,8,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 08:10:03.065000+00:00,2023-07-14T08:10:03.265Z,2023-07-14T08:10:03.265Z
iZh9tpxY9L,MOOSPMv3Parser,1689322201,2.76,2.76,1.96,4.05,4.05,2.06,2.06,4.27,4.27,2.06,814.44,188.23,70546.93,24.35,15.37,1.78,15.43,15.43,21.3,40.3,15.44,0.42,22.8,23.4,43.4,41.0,15.632,238.5,1.0,36.634296,-120.382393,30.254,7,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 08:10:03.385000+00:00,2023-07-14T08:10:03.574Z,2023-07-14T08:10:03.574Z
iYdUsVmfjU,MOOSPMv3Parser,1689322201,1.11,1.11,1.89,2.04,2.04,2.02,2.05,2.15,2.15,2.06,403.86,111.93,74639.6,19.18,14.76,1.07,14.85,14.86,23.3,29.5,14.86,0.46,25.6,25.6,34.3,34.4,0.002,143.2,2.0,35.613205,-119.689552,58.491001,8,58,600,1,e00fce68e88237db75a60608,2023-07-14 08:10:04.265000+00:00,2023-07-14T08:10:04.444Z,2023-07-14T08:10:04.444Z
enEzEktRqz,MOOSPMv3Parser,1689322201,2.54,2.54,3.22,4.64,4.64,3.38,3.38,5.43,5.43,3.38,588.44,181.74,82689.29,36.99,25.23,3.29,25.32,25.33,0.2,0.0,25.33,0.43,23.1,22.5,55.7,56.2,8.986,231.3,1.0,36.433914,-119.922783,31.643,7,58,600,1,e00fce6876826e255108c6bd,2023-07-14 08:10:05.053000+00:00,2023-07-14T08:10:05.285Z,2023-07-14T08:10:05.285Z
3omkTAW7lX,MOOSPMv3Parser,1689322801,1.48,1.48,1.91,2.42,2.42,2.0,2.0,2.49,2.49,2.0,399.87,119.49,146331.89,18.54,14.96,0.81,15.02,15.02,24.0,39.7,15.02,0.43,26.4,26.3,40.5,41.0,16.193,231.9,3.0,36.785454,-119.773087,57.470001,8,58,600,1,e00fce6856818e5885f65487,2023-07-14 08:19:57.848000+00:00,2023-07-14T08:19:58.086Z,2023-07-14T08:19:58.086Z
OJIQFt8iQ9,MOOSPMv3Parser,1689322800,0.0,0.0,0.42,0.03,0.03,0.5,0.54,0.17,0.17,0.56,61.94,16.7,11.0,3.35,3.23,0.69,3.3,3.31,23.0,41.1,3.32,0.57,0.0,24.8,0.0,46.2,0.001,89.0,1.0,47.047615,-122.882072,27.16,7,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 08:20:02.117000+00:00,2023-07-14T08:20:02.348Z,2023-07-14T08:20:02.348Z
8ust3lYevB,MOOSPMv3Parser,1689322800,1.52,1.52,2.08,2.6,2.6,2.18,2.18,2.87,2.87,2.19,487.86,131.9,6105.77,20.94,16.26,1.98,16.33,16.33,21.0,42.9,16.33,0.44,23.3,22.8,47.1,48.1,17.84,230.2,1.0,36.138981,-120.36837,176.600998,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 08:20:02.324000+00:00,2023-07-14T08:20:02.541Z,2023-07-14T08:20:02.541Z
jzoxOMZwfh,MOOSPMv3Parser,1689322801,1.84,1.84,2.29,2.98,2.98,2.44,2.46,3.41,3.41,2.48,526.47,138.89,7313.44,23.46,17.88,1.72,17.98,17.99,22.0,38.2,17.99,0.46,23.3,24.3,41.6,39.2,30.909,73.1,3.0,36.010551,-120.140289,209.466995,8,58,600,1,e00fce6850cac69f647dc199,2023-07-14 08:20:02.553000+00:00,2023-07-14T08:20:02.788Z,2023-07-14T08:20:02.788Z
iY3qAUbdHE,MOOSPMv3Parser,1689322801,6.31,6.31,4.48,9.51,9.51,4.69,4.69,10.5,10.5,4.69,1395.22,365.22,29967.85,56.09,35.01,4.82,35.15,35.15,20.4,45.9,35.16,0.43,21.2,21.9,56.1,54.9,1.654,294.2,1.0,36.529305,-119.293442,83.569,7,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 08:20:02.653000+00:00,2023-07-14T08:20:02.847Z,2023-07-14T08:20:02.847Z
CdbDPPvDiU,MOOSPMv3Parser,1689322801,-9.0,-9.0,2.02,-9.0,-9.0,2.18,2.23,-9.0,-9.0,2.25,-9.0,-9.0,96.15,-9.0,15.75,-9.0,15.85,15.86,-9.9,-9.9,15.86,0.57,23.0,22.4,47.9,50.1,19.342,212.3,3276.7,36.138943,-120.368469,197.139999,5,58,600,2,e00fce68e28dcbc9a589be10,2023-07-14 08:20:02.883000+00:00,2023-07-14T08:20:03.056Z,2023-07-14T08:20:03.056Z
BvMBagOQqa,MOOSPMv3Parser,1689322800,1.86,1.86,2.53,3.1,3.1,4.24,5.56,3.55,3.55,6.2,554.04,153.87,32589.3,23.89,18.14,1.76,19.86,20.22,21.4,44.9,20.3,0.79,22.6,23.6,49.0,47.2,18.701,100.4,6.1,36.130077,-120.333984,173.123993,7,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 08:20:03.119000+00:00,2023-07-14T08:20:03.335Z,2023-07-14T08:20:03.335Z
Zn7t698xHx,MOOSPMv3Parser,1689322801,1.97,1.97,1.82,3.02,3.02,1.91,1.91,3.22,3.22,1.91,602.94,146.78,70559.05,21.72,14.24,1.64,14.28,14.29,21.0,41.5,14.29,0.43,22.6,23.1,45.0,42.7,14.546,230.0,1.0,36.634296,-120.382393,30.26,0,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 08:20:03.308000+00:00,2023-07-14T08:20:03.527Z,2023-07-14T08:20:03.527Z
mUqs4wvGjP,MOOSPMv3Parser,1689322801,1.4,1.4,1.98,2.34,2.34,2.14,2.18,2.51,2.51,2.21,444.46,122.86,74653.23,17.02,15.43,1.43,15.54,15.56,23.1,29.6,15.56,0.47,25.3,25.5,34.7,34.3,0.003,185.0,2.0,35.613243,-119.689583,52.660999,13,58,600,1,e00fce68e88237db75a60608,2023-07-14 08:20:04.470000+00:00,2023-07-14T08:20:04.653Z,2023-07-14T08:20:04.653Z
cp29ILL7Je,MOOSPMv3Parser,1689322801,2.85,2.85,3.47,5.12,5.12,3.64,3.64,6.02,6.02,3.64,642.32,199.0,82713.07,38.42,27.18,3.58,27.28,27.29,0.0,0.0,27.29,0.43,22.9,22.4,55.8,56.4,8.682,238.7,1.0,36.433907,-119.922821,34.896,10,58,600,1,e00fce6876826e255108c6bd,2023-07-14 08:20:05.017000+00:00,2023-07-14T08:20:05.239Z,2023-07-14T08:20:05.239Z
4H9H06lgrO,MOOSPMv3Parser,1689323401,1.47,1.47,1.95,2.18,2.18,2.04,2.04,2.3,2.3,2.04,398.84,116.67,146346.89,17.97,15.23,0.84,15.28,15.29,23.7,40.1,15.29,0.42,26.2,26.0,41.0,41.5,15.928,228.8,3.0,36.785381,-119.773155,83.541,9,58,600,1,e00fce6856818e5885f65487,2023-07-14 08:29:57.771000+00:00,2023-07-14T08:29:57.967Z,2023-07-14T08:29:57.967Z
juPrgI1P0z,MOOSPMv3Parser,1689323400,0.04,0.04,0.42,0.1,0.1,0.52,0.59,0.16,0.16,0.62,69.38,17.47,13.63,4.39,3.16,0.55,3.27,3.28,23.0,41.2,3.29,0.62,0.0,24.9,0.0,46.4,0.001,93.2,1.0,47.047615,-122.881996,50.513,7,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 08:30:02.087000+00:00,2023-07-14T08:30:02.247Z,2023-07-14T08:30:02.247Z
MPMRucSipR,MOOSPMv3Parser,1689323400,1.84,1.84,2.12,2.87,2.87,2.22,2.22,3.31,3.31,2.22,515.79,143.72,6120.19,22.82,16.57,1.49,16.63,16.64,20.8,42.3,16.64,0.42,23.1,22.6,46.8,47.3,14.6,270.0,1.0,36.139069,-120.368393,161.725006,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 08:30:02.486000+00:00,2023-07-14T08:30:02.704Z,2023-07-14T08:30:02.704Z
bc0OEWq5gQ,MOOSPMv3Parser,1689323401,1.77,1.77,2.32,2.93,2.93,2.44,2.44,3.18,3.18,2.44,516.52,136.28,7329.27,24.61,18.19,1.41,18.27,18.27,21.9,39.7,18.27,0.43,23.1,24.0,43.9,41.4,28.863,86.1,3.0,36.010494,-120.14035,222.205002,10,58,600,1,e00fce6850cac69f647dc199,2023-07-14 08:30:02.537000+00:00,2023-07-14T08:30:02.784Z,2023-07-14T08:30:02.784Z
dvr3mWIbDo,MOOSPMv3Parser,1689323401,6.74,6.74,4.59,9.77,9.77,4.84,4.86,11.02,11.02,4.87,1458.26,382.94,29999.09,60.01,35.93,4.05,36.09,36.1,20.2,46.6,36.1,0.44,21.2,21.7,56.8,55.9,1.297,296.0,1.0,36.529305,-119.293442,83.571999,0,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 08:30:02.578000+00:00,2023-07-14T08:30:02.804Z,2023-07-14T08:30:02.804Z
dMiWvQrlZ2,MOOSPMv3Parser,1689323401,-9.0,-9.0,1.93,-9.0,-9.0,2.08,2.13,-9.0,-9.0,2.15,-9.0,-9.0,109.08,-9.0,15.07,-9.0,15.17,15.18,-9.9,-9.9,15.18,0.57,22.8,22.2,47.3,49.3,15.526,254.8,3276.7,36.138973,-120.368385,169.268005,6,58,600,2,e00fce68e28dcbc9a589be10,2023-07-14 08:30:02.913000+00:00,2023-07-14T08:30:03.084Z,2023-07-14T08:30:03.084Z
RGb2grtAc9,MOOSPMv3Parser,1689323400,1.95,1.95,2.98,3.27,3.27,3.99,4.7,3.57,3.57,5.05,554.05,153.08,32607.65,24.49,22.46,2.29,23.44,23.63,21.2,40.1,23.68,0.67,22.7,23.3,43.0,39.0,18.92,86.7,8.2,36.130085,-120.333939,173.141998,8,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 08:30:03.275000+00:00,2023-07-14T08:30:03.502Z,2023-07-14T08:30:03.502Z
k9wEYQL8xo,MOOSPMv3Parser,1689323400,1.5,1.5,1.68,2.38,2.38,1.76,1.76,2.75,2.75,1.76,483.77,126.62,70688.53,19.06,13.17,1.57,13.21,13.21,21.1,41.4,13.21,0.42,23.2,22.9,43.1,42.9,16.98,193.9,1.0,36.634327,-120.382347,24.16,9,58,599,1,e00fce6835b6173deb1a1f49,2023-07-14 08:30:03.860000+00:00,2023-07-14T08:30:04.051Z,2023-07-14T08:30:04.051Z
CvXKUynA3J,MOOSPMv3Parser,1689323401,0.0,0.0,1.7,1.0,1.0,1.7,1.7,2.0,2.0,1.7,399.0,107.0,42342440.0,16.0,13.0,2.0,13.0,13.0,21.1,41.4,13.0,0.42,23.3,22.9,43.0,42.9,18.736,167.0,1.0,36.634327,-120.382347,24.16,9,58,1,1,e00fce6835b6173deb1a1f49,2023-07-14 08:30:04.100000+00:00,2023-07-14T08:30:04.308Z,2023-07-14T08:30:04.308Z
IMY7E6PJBE,MOOSPMv3Parser,1689323401,1.38,1.38,1.9,2.39,2.39,2.04,2.08,2.64,2.64,2.1,437.49,119.86,74666.05,21.13,14.79,1.57,14.9,14.91,23.0,30.1,14.92,0.46,25.0,25.3,35.5,35.1,0.004,187.5,2.0,35.613209,-119.689644,60.542,10,58,600,1,e00fce68e88237db75a60608,2023-07-14 08:30:04.322000+00:00,2023-07-14T08:30:04.493Z,2023-07-14T08:30:04.493Z
OAAwbhcgu1,MOOSPMv3Parser,1689323401,2.78,2.78,3.35,4.85,4.85,3.52,3.52,5.64,5.64,3.52,627.79,196.21,82736.04,37.27,26.24,3.42,26.34,26.35,0.2,0.2,26.35,0.41,22.9,22.2,55.1,56.0,9.269,243.0,1.0,36.433884,-119.922836,40.278,9,58,600,1,e00fce6876826e255108c6bd,2023-07-14 08:30:04.976000+00:00,2023-07-14T08:30:05.159Z,2023-07-14T08:30:05.159Z
m9DdjD9ErJ,MOOSPMv3Parser,1689324001,1.47,1.47,2.0,2.37,2.37,2.09,2.09,2.58,2.58,2.09,405.75,118.79,146361.55,17.08,15.62,0.76,15.69,15.69,23.6,39.9,15.69,0.42,26.1,25.8,40.4,41.1,16.047,229.0,3.0,36.785492,-119.773087,73.050003,9,58,600,1,e00fce6856818e5885f65487,2023-07-14 08:39:57.922000+00:00,2023-07-14T08:39:58.141Z,2023-07-14T08:39:58.141Z
HRmn0BOwAB,MOOSPMv3Parser,1689324000,0.0,0.0,0.38,0.0,0.0,0.48,0.55,0.04,0.04,0.58,52.74,14.15,15.98,2.98,2.83,0.14,2.94,2.96,23.0,41.5,2.97,0.63,0.0,24.9,0.0,46.6,0.0,101.8,1.0,47.047638,-122.882034,33.491001,7,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 08:40:02.106000+00:00,2023-07-14T08:40:02.379Z,2023-07-14T08:40:02.379Z
GltCjsbk5T,MOOSPMv3Parser,1689324000,1.35,1.35,1.85,2.35,2.35,1.94,1.94,2.72,2.72,1.94,467.6,117.54,70700.95,18.43,14.47,1.72,14.52,14.52,21.1,41.1,14.53,0.43,23.4,22.9,42.6,42.6,18.825,165.7,1.0,36.6343,-120.382408,18.572001,8,58,599,1,e00fce6835b6173deb1a1f49,2023-07-14 08:40:02.260000+00:00,2023-07-14T08:40:02.445Z,2023-07-14T08:40:02.445Z
LyjEj3bAhX,MOOSPMv3Parser,1689324000,1.6,1.6,2.2,2.67,2.67,2.32,2.34,3.16,3.16,2.35,470.33,131.7,6135.1,23.45,17.15,1.99,17.24,17.25,20.6,43.4,17.25,0.44,22.3,22.3,48.2,48.3,13.733,248.1,1.0,36.139107,-120.368294,183.723999,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 08:40:02.319000+00:00,2023-07-14T08:40:02.509Z,2023-07-14T08:40:02.509Z
6c0gDqqvzE,MOOSPMv3Parser,1689324001,1.75,1.75,2.29,2.88,2.88,2.4,2.4,3.1,3.1,2.4,506.21,135.49,7344.88,23.12,17.94,1.4,18.01,18.01,21.7,40.5,18.01,0.42,23.0,23.8,44.4,42.2,30.23,71.3,3.0,36.010548,-120.14035,220.936996,8,58,600,1,e00fce6850cac69f647dc199,2023-07-14 08:40:02.560000+00:00,2023-07-14T08:40:02.727Z,2023-07-14T08:40:02.727Z
e6MJGk7beB,MOOSPMv3Parser,1689324001,6.15,6.15,4.55,9.09,9.09,4.78,4.78,9.91,9.91,4.79,1363.6,355.23,30030.15,52.27,35.59,5.1,35.74,35.75,20.1,47.3,35.75,0.43,21.3,21.5,57.4,56.5,0.771,303.9,1.0,36.529282,-119.293419,84.306,14,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 08:40:02.633000+00:00,2023-07-14T08:40:02.849Z,2023-07-14T08:40:02.849Z
GH4Zz0E4Qi,MOOSPMv3Parser,1689324000,1.19,1.19,1.84,2.16,2.16,2.06,2.17,2.33,2.33,2.22,443.96,123.72,32619.97,15.86,14.25,1.04,14.44,14.47,21.1,38.6,14.48,0.52,22.6,23.2,42.0,37.9,19.583,68.7,7.7,36.130188,-120.333923,177.931,7,58,599,1,e00fce68f12da1a0c5de6248,2023-07-14 08:40:02.747000+00:00,2023-07-14T08:40:02.946Z,2023-07-14T08:40:02.946Z
EEIKGWrqhv,MOOSPMv3Parser,1689324001,-9.0,-9.0,2.05,-9.0,-9.0,2.22,2.27,-9.0,-9.0,2.29,-9.0,-9.0,122.79,-9.0,15.99,-9.0,16.1,16.11,-9.9,-9.9,16.11,0.56,22.1,21.9,48.8,50.3,15.021,242.9,3276.7,36.139011,-120.368332,169.701996,7,58,600,2,e00fce68e28dcbc9a589be10,2023-07-14 08:40:02.880000+00:00,2023-07-14T08:40:03.122Z,2023-07-14T08:40:03.122Z
iF5MALcZZo,MOOSPMv3Parser,1689324001,1.0,1.0,1.8,2.0,2.0,1.9,1.9,2.0,2.0,1.9,450.0,113.0,42349884.0,16.0,13.9,1.0,14.0,14.0,21.1,41.2,14.0,0.44,23.4,22.9,42.6,42.6,16.569,175.0,1.0,36.6343,-120.382408,18.572001,8,58,1,1,e00fce6835b6173deb1a1f49,2023-07-14 08:40:03.054000+00:00,2023-07-14T08:40:03.271Z,2023-07-14T08:40:03.271Z
4qTJl8ijow,MOOSPMv3Parser,1689324001,1.34,1.34,1.9,2.31,2.31,2.05,2.09,2.51,2.51,2.12,442.44,121.66,74803.53,20.35,14.85,1.15,14.96,14.97,22.9,30.9,14.97,0.47,25.2,25.2,36.2,36.2,0.003,179.3,2.0,35.613209,-119.689644,60.539001,0,58,599,1,e00fce68e88237db75a60608,2023-07-14 08:40:04.271000+00:00,2023-07-14T08:40:04.491Z,2023-07-14T08:40:04.491Z
5GqpgqcELd,MOOSPMv3Parser,1689324001,2.56,2.56,3.11,4.35,4.35,3.26,3.26,5.12,5.12,3.26,572.51,178.1,82757.14,33.16,24.34,2.95,24.43,24.44,0.0,0.0,24.44,0.42,23.1,22.2,53.6,55.4,10.273,236.3,1.0,36.433929,-119.922783,19.403,8,58,600,1,e00fce6876826e255108c6bd,2023-07-14 08:40:05.044000+00:00,2023-07-14T08:40:05.254Z,2023-07-14T08:40:05.254Z
lMahA7NPcu,MOOSPMv3Parser,1689324601,1.15,1.15,1.85,1.88,1.88,1.94,1.94,2.14,2.14,1.94,371.27,111.45,146374.95,15.85,14.5,1.24,14.56,14.56,23.5,39.7,14.56,0.42,26.0,25.7,40.3,41.0,16.096,219.8,3.0,36.785404,-119.773178,76.073997,8,58,600,1,e00fce6856818e5885f65487,2023-07-14 08:49:57.933000+00:00,2023-07-14T08:49:58.120Z,2023-07-14T08:49:58.120Z
Fs904QlTU0,MOOSPMv3Parser,1689324600,0.0,0.0,0.53,0.08,0.08,0.74,0.89,0.08,0.08,0.96,75.64,20.2,19.16,4.51,3.97,0.42,4.19,4.23,22.9,42.0,4.24,0.7,0.0,24.9,0.0,47.2,0.001,111.9,1.0,47.047707,-122.882027,33.327,6,58,600,2,e00fce68afb0ec9f5087904a,2023-07-14 08:50:02.128000+00:00,2023-07-14T08:50:02.327Z,2023-07-14T08:50:02.327Z
8ytqgmuG7V,MOOSPMv3Parser,1689324600,1.52,1.52,2.01,2.56,2.56,2.15,2.19,2.8,2.8,2.21,452.1,126.4,6148.69,19.84,15.68,1.66,15.79,15.8,20.3,42.1,15.8,0.45,22.0,22.1,47.3,46.4,15.297,223.6,1.0,36.139,-120.368362,185.240005,9,58,600,1,e00fce6808784ceaf209f949,2023-07-14 08:50:02.242000+00:00,2023-07-14T08:50:02.449Z,2023-07-14T08:50:02.449Z
eyotKCRhiU,MOOSPMv3Parser,1689324601,5.84,5.84,4.51,8.95,8.95,4.73,4.73,9.64,9.64,4.73,1332.49,346.77,30060.82,54.09,35.27,4.46,35.41,35.42,20.0,49.8,35.42,0.43,21.3,21.4,61.1,60.2,0.118,308.5,1.0,36.529213,-119.293381,88.627998,9,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 08:50:02.579000+00:00,2023-07-14T08:50:02.751Z,2023-07-14T08:50:02.751Z
Q5JpmUM4FU,MOOSPMv3Parser,1689324601,1.45,1.45,2.29,2.55,2.55,2.4,2.4,2.81,2.81,2.4,496.93,127.54,7360.5,19.95,17.94,1.6,18.01,18.01,21.8,40.7,18.01,0.43,24.0,23.8,43.1,42.7,34.641,61.5,4.0,36.010334,-120.14032,210.802994,9,58,600,1,e00fce6850cac69f647dc199,2023-07-14 08:50:02.712000+00:00,2023-07-14T08:50:02.946Z,2023-07-14T08:50:02.946Z
