objectId,event,unixtime,m_PM1_CF1,m_PM1_ATM,m_PM1_b,m_PM25_CF1,m_PM25_ATM,m_PM25_b,m_PM4_b,m_PM10_CF1,m_PM10_ATM,m_PM10_b,n_PM03_P,n_PM05_P,n_PM05_b,n_PM1_P,n_PM1_b,n_PM25_P,n_PM25_b,n_PM4_b,tempC_pms,rh_pms,n_PM10_b,typ_size_b,temp_C,tempC_sen5x,rh,rh_sen5x,o3,vocIdx,noxIdx,lat,lon,alt,sats,moos,counter,ver,coreid,published_at,createdAt,updatedAt
SS94EOGAb8,MOOSPMv3Parser,1689315001,2.34,2.34,2.05,3.28,3.28,2.15,2.16,3.45,3.45,2.16,558.19,155.23,74486.34,23.12,16.05,1.23,16.12,16.12,24.8,26.2,16.12,0.44,27.6,27.6,30.0,30.2,0.005,116.5,2.0,35.613159,-119.689522,79.051003,8,58,600,1,e00fce68e88237db75a60608,2023-07-14 06:10:04.492000+00:00,2023-07-14T06:10:04.715Z,2023-07-14T06:10:04.715Z
HisgmGKN7k,MOOSPMv3Parser,1689315001,2.66,2.66,3.37,4.38,4.38,3.54,3.55,5.3,5.3,3.55,599.18,186.59,82428.25,34.76,26.36,2.81,26.47,26.47,0.0,0.0,26.47,0.44,24.9,24.8,54.2,53.7,6.257,264.9,1.0,36.433895,-119.922852,32.308998,7,58,600,1,e00fce6876826e255108c6bd,2023-07-14 06:10:05.021000+00:00,2023-07-14T06:10:05.213Z,2023-07-14T06:10:05.213Z
jUmjAkTY3w,MOOSPMv3Parser,1689315120,0.0,0.0,0.26,0.59,0.59,0.27,0.27,0.59,0.59,0.27,54.24,16.8,4.91,7.25,1.99,0.0,2.0,2.0,23.7,42.3,2.0,0.38,0.0,25.4,0.0,43.9,0.001,102.0,1.0,47.047623,-122.882088,25.521,7,58,119,2,e00fce68afb0ec9f5087904a,2023-07-14 06:12:01.996000+00:00,2023-07-14T06:12:02.216Z,2023-07-14T06:12:02.216Z
uU3ESz8ksB,MOOSPMv3Parser,1689315180,0.0,0.0,0.25,0.0,0.0,0.28,0.28,0.0,0.0,0.28,40.0,11.0,11.48,2.67,2.0,0.0,2.0,2.0,23.6,40.6,2.0,0.38,0.0,25.4,0.0,43.9,0.0,100.8,1.0,47.047623,-122.882088,25.521,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:13:02.024000+00:00,2023-07-14T06:13:02.242Z,2023-07-14T06:13:02.242Z
mcwasNW6Hd,MOOSPMv3Parser,1689315600,2.36,2.36,2.47,3.5,3.5,2.59,2.59,3.86,3.86,2.59,547.21,162.79,146148.02,25.4,19.33,1.33,19.4,19.41,25.9,38.5,19.41,0.41,28.9,28.7,38.7,39.6,27.314,39.8,3.0,36.785316,-119.773232,87.823997,5,58,600,1,e00fce6856818e5885f65487,2023-07-14 06:19:58.019000+00:00,2023-07-14T06:19:58.242Z,2023-07-14T06:19:58.242Z
KCJ5zt8Cuv,MOOSPMv3Parser,1689315600,3.71,3.71,2.57,5.26,5.26,2.69,2.69,5.68,5.68,2.69,829.6,226.5,5927.06,34.73,20.07,1.97,20.15,20.15,23.8,36.1,20.16,0.39,26.8,26.3,39.3,40.6,32.79,84.9,4.0,36.139,-120.368332,184.216995,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 06:20:02.311000+00:00,2023-07-14T06:20:02.644Z,2023-07-14T06:20:02.644Z
HQFzJK1XOh,MOOSPMv3Parser,1689315601,1.83,1.83,2.71,3.23,3.23,2.92,2.98,3.5,3.5,3.01,549.27,143.84,7120.65,26.32,21.14,2.04,21.3,21.32,24.6,35.2,21.33,0.46,27.0,27.3,37.4,36.7,35.517,110.0,3.0,36.010468,-120.140327,225.005997,7,58,600,1,e00fce6850cac69f647dc199,2023-07-14 06:20:02.569000+00:00,2023-07-14T06:20:02.758Z,2023-07-14T06:20:02.758Z
zmdfklRrKS,MOOSPMv3Parser,1689315601,1.63,1.63,2.12,2.75,2.75,2.25,2.27,3.32,3.32,2.28,496.79,131.67,29691.15,23.74,16.58,1.86,16.68,16.68,22.8,37.3,16.68,0.46,25.0,24.8,43.1,44.7,19.289,137.5,1.4,36.529221,-119.29335,80.125999,8,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 06:20:02.566000+00:00,2023-07-14T06:20:02.768Z,2023-07-14T06:20:02.768Z
BEYc2LQKME,MOOSPMv3Parser,1689315600,1.63,1.63,2.01,2.33,2.33,2.12,2.13,2.57,2.57,2.14,455.31,128.2,32351.62,17.44,15.74,0.84,15.81,15.82,24.1,37.0,15.82,0.45,26.2,27.0,40.0,36.3,26.062,54.9,5.6,36.129971,-120.333946,159.804993,9,58,600,1,e00fce68f12da1a0c5de6248,2023-07-14 06:20:03.183000+00:00,2023-07-14T06:20:03.389Z,2023-07-14T06:20:03.389Z
V6OGA3MFVz,MOOSPMv3Parser,1689315600,-9.0,-9.0,2.87,-9.0,-9.0,3.05,3.07,-9.0,-9.0,3.09,-9.0,-9.0,79.2,-9.0,22.45,-9.0,22.55,22.56,0.0,0.0,22.56,0.51,26.6,25.9,39.6,42.0,34.503,40.3,3276.7,36.13895,-120.368362,173.957001,7,58,600,1,e00fce68e28dcbc9a589be10,2023-07-14 06:20:03.286000+00:00,2023-07-14T06:20:03.505Z,2023-07-14T06:20:03.505Z
0fIV1XSFPA,MOOSPMv3Parser,1689315601,1.8,1.8,1.98,2.72,2.72,2.1,2.11,2.94,2.94,2.12,524.29,144.24,74499.57,22.15,15.47,1.46,15.55,15.55,24.8,26.3,15.55,0.45,27.5,27.5,30.1,30.4,0.009,110.9,2.4,35.613323,-119.689537,61.174999,9,58,600,1,e00fce68e88237db75a60608,2023-07-14 06:20:04.370000+00:00,2023-07-14T06:20:04.562Z,2023-07-14T06:20:04.562Z
MiXB6JqDKq,MOOSPMv3Parser,1689315601,3.09,3.09,3.29,5.3,5.3,3.46,3.46,6.13,6.13,3.46,677.65,210.35,82450.92,39.52,25.78,2.95,25.88,25.89,0.2,0.2,25.89,0.43,24.1,24.4,56.5,54.7,3.917,269.6,1.9,36.43391,-119.922729,37.354,7,58,600,1,e00fce6876826e255108c6bd,2023-07-14 06:20:04.964000+00:00,2023-07-14T06:20:05.128Z,2023-07-14T06:20:05.128Z
70M7P2debU,MOOSPMv3Parser,1689315600,2.69,2.69,1.94,4.2,4.2,2.04,2.04,4.47,4.47,2.04,717.25,191.77,70530.05,29.83,15.19,2.07,15.25,15.25,23.4,39.1,15.25,0.42,26.2,26.4,39.4,38.4,23.818,174.1,1.0,36.634274,-120.382385,22.989,6,58,599,1,e00fce6835b6173deb1a1f49,2023-07-14 06:20:39.965000+00:00,2023-07-14T06:20:40.168Z,2023-07-14T06:20:40.168Z
JWSZJYacYi,MOOSPMv3Parser,1689315720,0.0,0.0,0.22,0.39,0.39,0.23,0.23,0.39,0.39,0.23,70.47,16.66,9.21,5.9,1.68,0.0,1.68,1.68,22.6,43.2,1.68,0.4,0.0,25.5,0.0,44.8,0.0,102.8,1.0,47.047623,-122.88192,60.311001,6,58,89,2,e00fce68afb0ec9f5087904a,2023-07-14 06:22:02.036000+00:00,2023-07-14T06:22:02.308Z,2023-07-14T06:22:02.308Z
ZdktwJfGYF,MOOSPMv3Parser,1689315780,0.0,0.0,0.16,0.0,0.0,0.17,0.17,0.0,0.0,0.17,63.33,14.11,14.78,2.33,1.28,0.0,1.29,1.29,22.8,42.3,1.29,0.41,0.0,25.5,0.0,44.7,0.0,100.5,1.0,47.047623,-122.88192,60.311001,6,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:23:02.003000+00:00,2023-07-14T06:23:02.210Z,2023-07-14T06:23:02.210Z
BbqTsQN1Pj,MOOSPMv3Parser,1689315840,0.0,0.0,0.26,0.0,0.0,0.3,0.3,0.0,0.0,0.3,39.86,13.0,16.69,1.64,2.19,0.5,2.2,2.2,22.8,42.2,2.2,0.4,0.0,25.5,0.0,44.8,0.0,101.2,1.0,47.047623,-122.88192,60.311001,6,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:24:02.023000+00:00,2023-07-14T06:24:02.252Z,2023-07-14T06:24:02.252Z
LXQRXbuqoO,MOOSPMv3Parser,1689315900,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.18,35.5,6.5,17.88,1.67,1.36,0.83,1.37,1.37,22.8,42.1,1.37,0.4,0.0,25.5,0.0,44.9,0.0,101.8,1.0,47.047623,-122.88192,60.311001,6,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:25:02.034000+00:00,2023-07-14T06:25:02.269Z,2023-07-14T06:25:02.269Z
DYpmkSL27G,MOOSPMv3Parser,1689315960,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.18,96.0,19.0,19.03,0.0,1.32,0.0,1.33,1.33,22.8,42.2,1.33,0.41,0.0,25.5,0.0,44.9,0.0,100.4,1.0,47.047623,-122.88192,60.311001,6,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:26:02.024000+00:00,2023-07-14T06:26:02.230Z,2023-07-14T06:26:02.230Z
TscztLLF6R,MOOSPMv3Parser,1689316020,0.0,0.0,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.18,66.0,17.33,20.28,1.0,1.44,0.0,1.44,1.44,22.7,42.2,1.44,0.41,0.0,25.6,0.0,44.9,0.0,101.0,1.0,47.047623,-122.88192,60.311001,6,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:27:02.050000+00:00,2023-07-14T06:27:02.238Z,2023-07-14T06:27:02.238Z
kERoJYruAZ,MOOSPMv3Parser,1689316140,0.0,0.0,0.19,0.0,0.0,0.2,0.2,0.0,0.0,0.2,75.0,21.63,1.27,2.21,1.46,0.05,1.47,1.47,22.7,42.3,1.47,0.4,0.0,25.6,0.0,45.2,0.0,99.8,1.0,0.0,0.0,0.0,0,58,70,2,e00fce68afb0ec9f5087904a,2023-07-14 06:29:02.622000+00:00,2023-07-14T06:29:02.829Z,2023-07-14T06:29:02.829Z
V1ZwfOGF0E,MOOSPMv3Parser,1689316200,2.49,2.49,2.34,3.56,3.56,2.46,2.46,3.73,3.73,2.46,559.2,167.86,146164.08,21.42,18.35,1.09,18.42,18.43,25.8,39.0,18.43,0.4,28.6,28.5,39.5,40.1,26.813,46.7,3.0,36.785427,-119.773087,74.125999,7,58,600,1,e00fce6856818e5885f65487,2023-07-14 06:29:57.937000+00:00,2023-07-14T06:29:58.124Z,2023-07-14T06:29:58.124Z
4GuVD3CFZv,MOOSPMv3Parser,1689316200,1.63,1.63,1.94,2.75,2.75,2.04,2.04,3.0,3.0,2.04,507.59,143.48,5940.28,23.79,15.19,1.45,15.24,15.24,23.5,36.0,15.25,0.4,26.5,26.0,38.2,39.8,33.622,56.9,4.0,36.138985,-120.368324,184.417007,8,58,600,1,e00fce6808784ceaf209f949,2023-07-14 06:30:02.409000+00:00,2023-07-14T06:30:02.627Z,2023-07-14T06:30:02.627Z
DAc8cCzQv8,MOOSPMv3Parser,1689316201,1.85,1.85,2.82,3.12,3.12,3.31,3.61,3.66,3.66,3.75,538.08,141.69,7139.07,24.55,21.73,2.11,22.17,22.24,24.5,34.8,22.26,0.53,26.6,27.2,37.0,36.0,36.312,106.0,3.0,36.010468,-120.140327,225.007996,0,58,600,1,e00fce6850cac69f647dc199,2023-07-14 06:30:02.479000+00:00,2023-07-14T06:30:02.674Z,2023-07-14T06:30:02.674Z
s9CqGHfVgf,MOOSPMv3Parser,1689316200,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.12,28.0,5.33,2.34,2.0,0.98,0.0,0.98,0.98,22.8,42.3,0.99,0.41,0.0,25.6,0.0,45.3,0.0,102.3,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:30:02.556000+00:00,2023-07-14T06:30:02.743Z,2023-07-14T06:30:02.743Z
only4glGr0,MOOSPMv3Parser,1689316201,1.56,1.56,2.12,2.88,2.88,2.23,2.23,3.42,3.42,2.23,487.32,132.55,29705.53,24.79,16.61,2.27,16.68,16.68,22.6,38.0,16.68,0.43,24.6,24.6,44.4,45.4,19.38,141.3,2.0,36.529232,-119.293411,77.786003,9,58,600,1,e00fce68e739ecbcf9e91965,2023-07-14 06:30:02.570000+00:00,2023-07-14T06:30:02.772Z,2023-07-14T06:30:02.772Z
0WY3yjZkNd,MOOSPMv3Parser,1689316200,1.54,1.54,2.3,2.52,2.52,2.46,2.5,2.73,2.73,2.52,473.95,133.13,32367.2,18.62,17.96,1.29,18.08,18.09,24.0,36.9,18.1,0.47,26.0,26.8,40.0,36.2,23.573,60.4,5.9,36.130062,-120.333832,172.337997,7,58,600,1,e00fce68f12da1a0c5de6248,2023-07-14 06:30:03.168000+00:00,2023-07-14T06:30:03.350Z,2023-07-14T06:30:03.350Z
fddS0B1zlC,MOOSPMv3Parser,1689316200,-9.0,-9.0,1.97,-9.0,-9.0,2.08,2.1,-9.0,-9.0,2.11,-9.0,-9.0,92.47,-9.0,15.39,-9.0,15.46,15.46,0.0,0.0,15.47,0.52,26.2,25.6,38.6,40.9,36.193,31.0,3276.7,36.138916,-120.368408,165.878006,8,58,600,1,e00fce68e28dcbc9a589be10,2023-07-14 06:30:03.223000+00:00,2023-07-14T06:30:03.426Z,2023-07-14T06:30:03.426Z
LQUz99nA72,MOOSPMv3Parser,1689316201,1.96,1.96,2.14,3.1,3.1,2.29,2.33,3.3,3.3,2.35,544.87,147.91,74763.23,22.62,16.72,1.38,16.82,16.83,24.8,26.5,16.84,0.46,27.5,27.4,30.3,30.8,0.007,110.1,3.0,35.613182,-119.68956,75.877998,9,58,598,1,e00fce68e88237db75a60608,2023-07-14 06:30:04.327000+00:00,2023-07-14T06:30:04.612Z,2023-07-14T06:30:04.612Z
3x3MEjYTIM,MOOSPMv3Parser,1689316201,3.11,3.11,3.64,5.19,5.19,3.82,3.82,6.22,6.22,3.82,680.46,210.63,82475.91,39.37,28.5,2.95,28.61,28.62,0.6,0.4,28.62,0.43,23.9,24.0,57.5,56.0,2.05,273.3,2.0,36.433872,-119.922775,38.858002,9,58,600,1,e00fce6876826e255108c6bd,2023-07-14 06:30:04.963000+00:00,2023-07-14T06:30:05.190Z,2023-07-14T06:30:05.190Z
BXTN5IUU1s,MOOSPMv3Parser,1689316200,2.54,2.54,1.83,3.68,3.68,1.92,1.92,4.07,4.07,1.92,669.93,176.19,70424.97,26.76,14.31,1.61,14.36,14.37,23.3,38.6,14.37,0.43,26.1,26.3,38.7,38.0,24.292,168.1,1.0,36.634392,-120.382271,17.200001,7,58,600,1,e00fce6835b6173deb1a1f49,2023-07-14 06:30:08.076000+00:00,2023-07-14T06:30:08.268Z,2023-07-14T06:30:08.268Z
9hwuoBwOiR,MOOSPMv3Parser,1689316260,0.0,0.0,0.31,0.0,0.0,0.33,0.33,0.0,0.0,0.33,57.0,15.5,4.43,2.0,2.39,0.0,2.4,2.4,22.7,42.3,2.4,0.4,0.0,25.6,0.0,45.1,0.0,102.3,1.0,47.047623,-122.88192,60.312,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:31:02.640000+00:00,2023-07-14T06:31:02.873Z,2023-07-14T06:31:02.873Z
a2LJmcWQhs,MOOSPMv3Parser,1689316320,-9.0,-9.0,0.24,-9.0,-9.0,0.26,0.26,-9.0,-9.0,0.26,-9.0,-9.0,6.06,-9.0,1.86,-9.0,1.87,1.87,22.7,42.3,1.87,0.4,0.0,25.6,0.0,45.1,0.0,102.0,1.0,47.047695,-122.882126,42.243,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:32:02.646000+00:00,2023-07-14T06:32:02.857Z,2023-07-14T06:32:02.857Z
NwDNrrCRNU,MOOSPMv3Parser,1689316380,-9.0,-9.0,0.26,-9.0,-9.0,0.26,0.26,-9.0,-9.0,0.26,-9.0,-9.0,7.86,-9.0,2.05,-9.0,2.06,2.06,22.7,42.3,2.06,0.4,0.0,25.6,0.0,45.2,0.0,101.8,1.0,47.047695,-122.882126,42.243,7,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:33:02.669000+00:00,2023-07-14T06:33:02.854Z,2023-07-14T06:33:02.854Z
Rhh8GE9ubD,MOOSPMv3Parser,1689316500,-9.0,-9.0,0.2,-9.0,-9.0,0.2,0.2,-9.0,-9.0,0.2,-9.0,-9.0,5.35,-9.0,1.56,-9.0,1.57,1.57,22.7,42.3,1.57,0.4,0.0,25.6,0.0,45.3,0.0,101.4,1.0,47.047695,-122.882126,42.243,7,58,118,2,e00fce68afb0ec9f5087904a,2023-07-14 06:35:02.669000+00:00,2023-07-14T06:35:02.907Z,2023-07-14T06:35:02.907Z
TWZsVXjLEk,MOOSPMv3Parser,1689316680,0.0,0.0,0.39,0.3,0.3,0.41,0.41,0.3,0.3,0.41,65.85,19.95,2.7,4.5,3.1,0.0,3.11,3.11,-9.9,-9.9,3.11,0.4,0.0,25.6,0.0,45.5,0.0,100.1,1.0,0.0,0.0,0.0,0,58,91,2,e00fce68afb0ec9f5087904a,2023-07-14 06:38:02.473000+00:00,2023-07-14T06:38:02.659Z,2023-07-14T06:38:02.659Z
WAmUGHdjfs,MOOSPMv3Parser,1689316740,0.0,0.0,0.12,0.0,0.0,0.15,0.15,0.0,0.0,0.15,67.8,18.2,5.07,4.0,1.11,0.0,1.11,1.11,-9.9,-9.9,1.11,0.4,0.0,25.6,0.0,45.7,0.0,101.2,1.0,0.0,0.0,0.0,0,58,60,2,e00fce68afb0ec9f5087904a,2023-07-14 06:39:02.498000+00:00,2023-07-14T06:39:02.685Z,2023-07-14T06:39:02.685Z
