"","objectId","event","unixtime","m_PM1_CF1","m_PM1_ATM","m_PM1_b","m_PM25_CF1","m_PM25_ATM","m_PM25_b","m_PM4_b","m_PM10_CF1","m_PM10_ATM","m_PM10_b","n_PM03_P","n_PM05_P","n_PM05_b","n_PM1_P","n_PM1_b","n_PM25_P","n_PM25_b","n_PM4_b","tempC_pms","rh_pms","n_PM10_b","typ_size_b","temp_C","tempC_sen5x","rh","rh_sen5x","o3","vocIdx","noxIdx","lat","lon","alt","sats","moos","counter","ver","coreid","published_at","createdAt","updatedAt","date"
"11","sSUBTM91Tz","MOOSPMv3Parser",1682128201,2.41,2.41,2,3.43,3.43,2.1,2.1,3.78,3.78,2.1,634.35,165.71,2408.13,21.34,15.68,1.21,15.74,15.74,6.8,48.1,15.74,0.41,3.2,5.2,66.5,55.9,30.563,157.8,1,40.594116,-105.075821,1527.296021,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 01:49:59,2023-04-22 01:49:59,2023-04-22 01:49:59,2023-04-22
"12","QdvP9bEuLQ","MOOSPMv3Parser",1682128801,2.65,2.65,1.86,3.62,3.62,1.95,1.95,4.06,4.06,1.95,703.69,174.79,2420.68,22.03,14.56,1.8,14.61,14.62,6.4,49.7,14.62,0.39,3.1,4.8,67.3,57.7,30.378,152.8,1,40.5942,-105.075737,1547.281006,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 01:59:59,2023-04-22 01:59:59,2023-04-22 01:59:59,2023-04-22
"13","mg7FWEgz6u","MOOSPMv3Parser",1682129401,2.4,2.4,1.84,3.27,3.27,1.93,1.93,3.71,3.71,1.93,597.02,157.16,2433.1,21.94,14.42,1.26,14.46,14.47,6.1,52.3,14.47,0.39,2.8,4.4,71.1,61.2,30.446,144.5,1,40.594227,-105.075912,1493.614014,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 02:09:59,2023-04-22 02:10:00,2023-04-22 02:10:00,2023-04-22
"14","glejSCQToz","MOOSPMv3Parser",1682130001,2.01,2.01,1.8,2.86,2.86,1.88,1.88,3.1,3.1,1.88,502.89,135.26,2445.21,19.48,14.06,1.48,14.1,14.11,5.9,53.5,14.11,0.38,2.4,4.1,73.7,62.7,30.737,133.3,1,40.594051,-105.075653,1488.843994,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 02:19:59,2023-04-22 02:19:59,2023-04-22 02:19:59,2023-04-22
"15","LFb4LbFjuC","MOOSPMv3Parser",1682130601,2.09,2.09,1.83,3.31,3.31,1.92,1.92,3.87,3.87,1.92,527.02,143.94,2457.57,24.6,14.34,2.06,14.4,14.4,5.7,55.5,14.4,0.38,2.3,3.9,76.7,66.1,30.692,132.5,1,40.593822,-105.075722,1499.43396,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 02:30:03,2023-04-22 02:30:03,2023-04-22 02:30:03,2023-04-22
"16","QNYK93XvYg","MOOSPMv3Parser",1682131201,2.09,2.09,1.94,3.08,3.08,2.04,2.04,3.45,3.45,2.04,556,143.19,2470.66,21.6,15.19,1.66,15.25,15.25,5.3,56.7,15.25,0.41,1.7,3.4,78.1,67,30.403,138,1,40.593765,-105.0756,1512.432983,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 02:40:07,2023-04-22 02:40:07,2023-04-22 02:40:07,2023-04-22
"17","JWZQaEs2jx","MOOSPMv3Parser",1682131801,1.92,1.92,1.9,2.71,2.71,1.99,1.99,3.46,3.46,1.99,515.98,135.7,2483.48,18.63,14.88,1.88,14.93,14.93,5,59.4,14.93,0.4,1.2,3,84,71.7,30.367,136.7,1,40.593765,-105.0756,1512.436035,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 02:50:00,2023-04-22 02:50:00,2023-04-22 02:50:00,2023-04-22
"18","gpB3uqof8N","MOOSPMv3Parser",1682132401,2.22,2.22,1.97,3.24,3.24,2.06,2.06,3.68,3.68,2.06,562.93,150.09,2496.79,23.98,15.44,1.66,15.5,15.5,4.7,61.8,15.5,0.4,1,2.7,87.2,74.2,29.01,175.8,1,40.59391,-105.075607,1506.234985,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 03:00:00,2023-04-22 03:00:01,2023-04-22 03:00:01,2023-04-22
"19","vy0gjeTKiJ","MOOSPMv3Parser",1682134201,6.6,6.6,2.54,8.34,8.34,2.66,2.66,8.89,8.89,2.66,1315.83,352.82,2548,27.71,19.85,1.99,19.92,19.92,4.3,64.5,19.93,0.4,0.9,2,89.2,78.4,28.236,169.4,1,40.59396,-105.075882,1536.546997,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 03:30:11,2023-04-22 03:30:12,2023-04-22 03:30:12,2023-04-22
"20","xR10ZPD5HI","MOOSPMv3Parser",1682135401,4.32,4.32,2.38,6.41,6.41,2.49,2.49,7.08,7.08,2.49,912.63,250.05,2579.12,27.05,18.61,2.41,18.67,18.68,4.3,65,18.68,0.41,0.7,2,89.9,78.8,27.971,152.9,1,40.593994,-105.075897,1504.374023,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 03:50:43,2023-04-22 03:50:44,2023-04-22 03:50:44,2023-04-22
"21","1uHBUYIZPK","MOOSPMv3Parser",1682136001,4.78,4.78,2.21,6.23,6.23,2.31,2.31,6.6,6.6,2.31,969.2,266.35,2593.99,24.05,17.27,1.4,17.33,17.33,4.2,66,17.33,0.42,0.4,1.8,92.2,80.2,28.236,115.8,1,40.594017,-105.075829,1511.525024,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 04:00:06,2023-04-22 04:00:06,2023-04-22 04:00:06,2023-04-22
"22","S3l59wgDz1","MOOSPMv3Parser",1682137801,6.75,6.75,2.4,8.04,8.04,2.51,2.51,8.49,8.49,2.51,1261.47,334.56,2639.5,23.81,18.77,1.99,18.83,18.84,3.8,67.5,18.84,0.42,0.4,1.4,92.3,82.2,28.671,107.9,1,40.594078,-105.075638,1520.703979,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 04:30:28,2023-04-22 04:30:28,2023-04-22 04:30:28,2023-04-22
"23","iSCSMZEhax","MOOSPMv3Parser",1682141400,6.53,6.53,2.91,8.36,8.36,3.05,3.05,8.62,8.62,3.05,1135.51,316.86,2752.87,29.81,22.77,2.17,22.85,22.86,4,65.4,22.86,0.41,0.5,1.6,89.2,78.2,27.151,134.6,1,40.594185,-105.075783,1524.378052,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 05:30:02,2023-04-22 05:30:02,2023-04-22 05:30:02,2023-04-22
"24","3U8RFq8qip","MOOSPMv3Parser",1682142000,4.7,4.7,2.78,6.61,6.61,2.92,2.92,7.14,7.14,2.92,912.4,249,2771.62,26.42,21.76,1.95,21.84,21.84,4.1,64.1,21.85,0.39,0.8,1.7,86.6,76.7,29.125,94.5,1.2,40.594139,-105.075874,1518.258057,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 05:40:02,2023-04-22 05:40:02,2023-04-22 05:40:02,2023-04-22
"25","MVmADPGHJS","MOOSPMv3Parser",1682142600,3.88,3.88,2.69,5.94,5.94,2.82,2.82,6.67,6.67,2.82,789.83,223.13,2789.79,26.63,21.08,2.72,21.16,21.16,4.2,63.3,21.16,0.4,0.8,1.8,85.6,75.4,28.042,125.3,2,40.59404,-105.07579,1518.302979,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 05:50:02,2023-04-22 05:50:02,2023-04-22 05:50:02,2023-04-22
"26","r5bvJZTmVB","MOOSPMv3Parser",1682143200,3.49,3.49,2.64,5.53,5.53,2.77,2.77,5.92,5.92,2.77,751.83,209.06,2807.58,26.14,20.65,1.88,20.72,20.73,4.2,59.8,20.73,0.4,1.1,1.8,78.3,68.8,28.235,124.4,1.4,40.59407,-105.075897,1535.363037,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:00:03,2023-04-22 06:00:03,2023-04-22 06:00:03,2023-04-22
"27","g1cB0jeil7","MOOSPMv3Parser",1682143800,3.62,3.62,2.94,5.63,5.63,3.08,3.08,6.4,6.4,3.08,748.66,209.1,2827.4,28.7,22.99,2.73,23.08,23.08,4.2,58.4,23.08,0.4,1.3,1.9,75.5,67.2,28.814,104.8,1,40.59407,-105.075897,1535.359985,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:10:03,2023-04-22 06:10:03,2023-04-22 06:10:03,2023-04-22
"28","TXEsuygnUr","MOOSPMv3Parser",1682144400,10.41,10.41,2.97,12.4,12.4,3.12,3.12,13.12,13.12,3.12,1698.63,483.82,2847.46,27.43,23.29,3.02,23.37,23.37,4.3,57.9,23.38,0.41,1.1,2,75.9,67.1,28.319,120.1,1.5,40.59417,-105.075882,1539.715942,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:20:02,2023-04-22 06:20:02,2023-04-22 06:20:02,2023-04-22
"29","BzN4IYwIe4","MOOSPMv3Parser",1682145000,8.74,8.74,3.25,11.06,11.06,3.42,3.42,11.5,11.5,3.42,1500.25,422.12,2869.41,32.72,25.48,2.43,25.57,25.58,4.3,57.7,25.58,0.4,1.1,2,75.5,66.3,27.384,130.6,1,40.594154,-105.075882,1523.275024,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:30:02,2023-04-22 06:30:02,2023-04-22 06:30:02,2023-04-22
"30","Wu5zrptAI5","MOOSPMv3Parser",1682145600,8.04,8.04,3.33,9.53,9.53,3.5,3.5,10.42,10.42,3.5,1368.5,388.13,2891.9,28.89,26.11,2.66,26.2,26.2,4.3,56.5,26.21,0.4,1,2,74,63.9,27.076,147.9,1,40.594105,-105.075851,1541.019043,9,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:40:02,2023-04-22 06:40:02,2023-04-22 06:40:02,2023-04-22
"31","OJ6rnpOCtK","MOOSPMv3Parser",1682146200,9.35,9.35,3.47,11.83,11.83,3.64,3.64,12.55,12.55,3.64,1573.23,448.15,2915.33,34.31,27.19,3.27,27.29,27.3,4.2,55.3,27.3,0.4,0.8,2,72.3,62.1,26.522,153.1,1,40.59412,-105.075661,1480.238037,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 06:50:02,2023-04-22 06:50:02,2023-04-22 06:50:02,2023-04-22
"32","vRKsdu6w6D","MOOSPMv3Parser",1682146800,7.29,7.29,3.62,9.48,9.48,3.8,3.8,10.15,10.15,3.8,1258.51,356.44,2939.76,32.4,28.35,2.63,28.45,28.45,4.1,55.5,28.46,0.4,0.5,1.9,74.1,63.1,26.985,137.7,1,40.594177,-105.075874,1522.68103,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:00:02,2023-04-22 07:00:02,2023-04-22 07:00:02,2023-04-22
"33","oHUDbUDTny","MOOSPMv3Parser",1682147400,5.61,5.61,3.75,7.62,7.62,3.93,3.93,8.34,8.34,3.93,1012.83,283.75,2965.04,31.94,29.35,2.67,29.45,29.46,4,56.7,29.46,0.41,0.2,1.7,77.3,65.6,26.621,127.3,1,40.594124,-105.075737,1523.712036,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:10:03,2023-04-22 07:10:03,2023-04-22 07:10:03,2023-04-22
"34","lvy7kY55BM","MOOSPMv3Parser",1682148000,7.51,7.51,4.19,9.92,9.92,4.39,4.39,10.89,10.89,4.39,1347,365.05,2993.28,38.65,32.78,3.18,32.89,32.9,3.8,58,32.91,0.41,-0.2,1.6,80.3,67.3,25.73,131.3,1,40.594063,-105.075706,1490.911011,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:20:03,2023-04-22 07:20:03,2023-04-22 07:20:03,2023-04-22
"35","DS7DOYElL7","MOOSPMv3Parser",1682148600,3.21,3.21,3.89,5.73,5.73,4.08,4.08,6.35,6.35,4.08,796.91,204.02,3019.54,33.98,30.47,3.16,30.58,30.59,3.7,57.3,30.59,0.41,-0.3,1.4,79.2,66.1,26.34,119.8,1,40.594215,-105.075851,1506.906982,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:30:02,2023-04-22 07:30:02,2023-04-22 07:30:02,2023-04-22
"36","E6KoJdYzlK","MOOSPMv3Parser",1682149200,3.02,3.02,3.84,5.44,5.44,4.02,4.02,5.98,5.98,4.02,776.68,193.99,3045.4,34.8,30.02,2.24,30.13,30.13,3.5,54.9,30.14,0.4,-0.3,1.2,73.1,61.1,26.644,103.2,1,40.594078,-105.075829,1507.995972,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:40:03,2023-04-22 07:40:03,2023-04-22 07:40:03,2023-04-22
"37","XMWVdcy4Fc","MOOSPMv3Parser",1682149800,2.82,2.82,3.95,5.04,5.04,4.15,4.15,5.89,5.89,4.15,685.09,181.24,3072.08,33.43,30.97,3.2,31.07,31.08,3.4,55,31.09,0.39,-0.6,0.9,74.9,62.7,27.038,93.6,1,40.594284,-105.07592,1533.243042,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 07:50:03,2023-04-22 07:50:03,2023-04-22 07:50:03,2023-04-22
"38","4y4yRC3C7N","MOOSPMv3Parser",1682150401,3.06,3.06,4.39,5.54,5.54,4.6,4.6,6.24,6.24,4.6,728.63,191.13,3101.68,35.96,34.36,2.6,34.47,34.48,3.3,55.4,34.48,0.43,-0.8,0.8,76.3,63.8,25.997,102.3,2,40.594284,-105.07592,1533.23999,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:00:02,2023-04-22 08:00:02,2023-04-22 08:00:02,2023-04-22
"39","TXFvTjmci3","MOOSPMv3Parser",1682151001,2.85,2.85,4.11,5.67,5.67,4.31,4.31,6.55,6.55,4.31,737.52,188.26,3129.4,36.5,32.18,3.71,32.29,32.3,3.1,54.9,32.31,0.42,-0.9,0.6,74.7,62.5,26.452,106.5,2,40.594135,-105.075851,1524.180054,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:10:02,2023-04-22 08:10:02,2023-04-22 08:10:02,2023-04-22
"40","wkB98p4hss","MOOSPMv3Parser",1682151601,3.56,3.56,4.13,5.97,5.97,4.33,4.33,6.64,6.64,4.33,923.3,223.6,3157.26,32.54,32.33,3.16,32.45,32.45,3.1,55.1,32.46,0.41,-0.9,0.6,75.3,63.2,26.766,108.9,2,40.59409,-105.075928,1509.000977,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:20:02,2023-04-22 08:20:02,2023-04-22 08:20:02,2023-04-22
"41","fn9Ns4ETSx","MOOSPMv3Parser",1682152201,3.73,3.73,4.3,6.28,6.28,4.51,4.51,7.05,7.05,4.51,939.47,227.54,3186.24,34.76,33.65,3.3,33.76,33.77,3,54.7,33.78,0.39,-0.8,0.5,73.5,62.1,27.112,97.2,2,40.593948,-105.075859,1530.687012,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:30:02,2023-04-22 08:30:02,2023-04-22 08:30:02,2023-04-22
"42","HWjzAVkST3","MOOSPMv3Parser",1682152801,4.62,4.62,5.1,7.44,7.44,5.35,5.35,8.36,8.36,5.35,1037.06,253.32,3220.64,44.58,39.92,3.95,40.06,40.07,2.9,52.5,40.08,0.4,-0.9,0.4,69.2,58.8,28.017,113.3,2,40.594097,-105.07589,1535.064941,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:40:02,2023-04-22 08:40:02,2023-04-22 08:40:02,2023-04-22
"43","x8S4bJjHsd","MOOSPMv3Parser",1682153401,4.75,4.75,5.38,7.57,7.57,5.64,5.64,8.5,8.5,5.64,1043.2,248.72,3256.91,44.22,42.1,4.01,42.24,42.25,2.9,52.4,42.26,0.4,-1,0.3,69.6,59.1,28.392,112.5,2,40.594078,-105.075912,1523.63501,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 08:50:03,2023-04-22 08:50:03,2023-04-22 08:50:03,2023-04-22
"44","ZSanXQlPgN","MOOSPMv3Parser",1682154001,6.24,6.24,5.95,9.22,9.22,6.24,6.24,10.64,10.64,6.24,1397.1,314.66,3297.07,48.6,46.62,4.28,46.78,46.79,2.9,52.6,46.8,0.41,-1.1,0.2,70.9,60.4,28.59,150.6,2,40.594109,-105.075806,1534.348022,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:00:02,2023-04-22 09:00:02,2023-04-22 09:00:02,2023-04-22
"45","V0kYOaBh3H","MOOSPMv3Parser",1682154601,5.94,5.94,5.69,8.85,8.85,5.97,5.97,10.68,10.68,5.97,1333.88,304.16,3335.48,46.36,44.57,5.55,44.73,44.74,2.7,52.6,44.75,0.42,-1.1,0.2,70.1,59.3,27.375,161.5,2,40.594112,-105.075836,1500.064941,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:10:02,2023-04-22 09:10:02,2023-04-22 09:10:02,2023-04-22
"46","6Nvj1X7Tw4","MOOSPMv3Parser",1682155201,8.11,8.11,6.11,11.16,11.16,6.4,6.4,12.31,12.31,6.4,1940.19,405.87,3376.67,49.03,47.81,3.92,47.98,47.99,2.7,53.7,48,0.41,-1.5,0.1,74.3,62.3,27.848,159.4,2,40.59412,-105.075859,1559.506958,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:20:02,2023-04-22 09:20:02,2023-04-22 09:20:02,2023-04-22
"47","AcHZSHJlyK","MOOSPMv3Parser",1682155800,5.14,5.14,6.19,8.43,8.43,6.49,6.49,10.03,10.03,6.49,991.45,254.18,3418.39,53.31,48.43,5.2,48.59,48.61,2.5,56.3,48.61,0.42,-1.9,327.5,78.8,66.1,26.378,177.7,2.5,40.59425,-105.075706,1537.063965,4,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:30:02,2023-04-22 09:30:02,2023-04-22 09:30:02,2023-04-22
"48","qGwJAh11l6","MOOSPMv3Parser",1682156401,5.98,5.98,6.42,9.18,9.18,6.73,6.73,10.16,10.16,6.73,1165.37,290.39,3461.7,49.58,50.27,3.88,50.44,50.45,2.2,57.2,50.47,0.4,-2.3,327.2,80.8,67.1,27.294,124.5,2.6,40.594151,-105.075745,1532.613037,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:40:02,2023-04-22 09:40:02,2023-04-22 09:40:02,2023-04-22
"49","f0XTgCQiBj","MOOSPMv3Parser",1682157001,5.6,5.6,6.72,9.5,9.5,7.05,7.05,10.42,10.42,7.05,988.41,269.94,3507.05,58.45,52.65,4.79,52.82,52.84,2.1,58,52.85,0.4,-2.4,327,81.9,68,27.36,124.3,3,40.594177,-105.075882,1530.94397,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 09:50:02,2023-04-22 09:50:02,2023-04-22 09:50:02,2023-04-22
"50","xVH6jwdEkX","MOOSPMv3Parser",1682157601,5.13,5.13,6.71,8.71,8.71,7.03,7.03,10.11,10.11,7.03,930.58,251.15,3552.3,53.51,52.52,5.6,52.7,52.72,2,58.1,52.73,0.41,-2.6,326.9,82.1,68,27.368,137.2,3,40.594177,-105.075836,1535.269043,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:00:02,2023-04-22 10:00:02,2023-04-22 10:00:02,2023-04-22
"51","KBEYex5wWz","MOOSPMv3Parser",1682158201,5.37,5.37,6.99,9.22,9.22,7.33,7.33,10.71,10.71,7.33,968.64,262.58,3599.46,55.66,54.74,6.3,54.93,54.94,1.9,58.3,54.95,0.42,-2.7,326.8,82.3,68.3,27.257,142.2,3,40.594036,-105.075706,1493.543945,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:10:02,2023-04-22 10:10:02,2023-04-22 10:10:02,2023-04-22
"52","digwPOHPss","MOOSPMv3Parser",1682158801,5.23,5.23,6.74,8.57,8.57,7.07,7.07,10.22,10.22,7.07,934.76,255.73,3644.92,50.77,52.76,4.72,52.94,52.96,1.9,58,52.97,0.41,-2.7,326.7,81.6,68,27.913,103,3,40.594154,-105.075867,1527.38501,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:20:04,2023-04-22 10:20:04,2023-04-22 10:20:04,2023-04-22
"53","q4a8eg87hD","MOOSPMv3Parser",1682159401,5.55,5.55,7.23,9.61,9.61,7.59,7.59,11.48,11.48,7.59,985.29,272.6,3693.7,58.58,56.62,5.9,56.81,56.83,1.8,59.6,56.84,0.41,-2.7,326.6,84.3,71.3,27.448,129,3.9,40.59417,-105.07589,1508.314941,6,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:30:02,2023-04-22 10:30:02,2023-04-22 10:30:02,2023-04-22
"54","3nzEQUU5lV","MOOSPMv3Parser",1682160001,5.69,5.69,7.65,10.2,10.2,8.02,8.02,11.51,11.51,8.02,971.24,271.63,3745.28,60.4,59.86,6.45,60.07,60.08,1.8,60.8,60.09,0.4,-2.7,326.6,86.2,72.7,26.884,108.9,3.9,40.594246,-105.075912,1521.10498,5,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:40:03,2023-04-22 10:40:03,2023-04-22 10:40:03,2023-04-22
"55","D6sjPKSjDU","MOOSPMv3Parser",1682160601,5.51,5.51,7.38,9.52,9.52,7.75,7.75,10.98,10.98,7.75,936.75,263.7,3795.07,58.97,57.8,5.4,58,58.01,1.7,61.1,58.02,0.42,-2.6,326.5,85.5,72.6,26.527,110.3,3,40.594067,-105.075783,1510.251953,8,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 10:50:02,2023-04-22 10:50:02,2023-04-22 10:50:02,2023-04-22
"56","AcS6X03RxO","MOOSPMv3Parser",1682161201,5.42,5.42,7.26,9.36,9.36,7.65,7.67,11.13,11.13,7.68,935.59,260.56,3843.97,57.86,56.81,6.03,57.04,57.06,1.7,60.9,57.07,0.41,-2.7,326.5,85.4,72.2,26.696,109.6,3,40.594185,-105.075844,1543.729004,7,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 11:00:02,2023-04-22 11:00:02,2023-04-22 11:00:02,2023-04-22
"57","Zx7zVBGsiw","MOOSPMv3Parser",1682161801,5.66,5.66,7.32,10.04,10.04,7.68,7.68,11.65,11.65,7.68,960.43,270.96,3893.3,61.05,57.27,6.38,57.47,57.49,1.7,61.2,57.5,0.42,-2.7,326.5,85.9,72.6,26.705,105.9,3,40.594185,-105.075844,1543.72998,0,58,600,1,"e00fce6835b6173deb1a1f49",2023-04-22 11:10:02,2023-04-22 11:10:02,2023-04-22 11:10:02,2023-04-22
